source,target,score
PMID:10051456,CL_0002420,0.5066384535949036
PMID:10051456,CL_0002419,0.5041832155336062
PMID:10077538,CL_4052007,0.6046741280349825
PMID:10077538,UBERON_2001324,0.5291990607343989
PMID:10077538,CL_0002563,0.5272671788778134
PMID:10077538,CL_0000131,0.508973585556825
PMID:10077538,CL_4052005,0.5031429063791868
PMID:10077541,CL_0009043,0.692877387313475
PMID:10077541,CL_0009028,0.6741117121488409
PMID:10077541,CL_0009017,0.6586990491844086
PMID:10077541,CL_0000131,0.6585606185604349
PMID:10077541,CL_0002250,0.6545581164093687
PMID:10077541,CL_0009011,0.6514559652902202
PMID:10077541,CL_0009016,0.6456091825716099
PMID:10077541,CL_4052006,0.6370846781649107
PMID:10077541,CL_0009012,0.6293477632580254
PMID:10077541,UBERON_0004877,0.6190482106521009
PMID:10079094,UBERON_0004921,0.5181937478391239
PMID:10079094,UBERON_0001041,0.5076564002525009
PMID:10085373,CL_0003042,0.5762782126095154
PMID:10085373,CL_0003038,0.5742297974153336
PMID:10085373,CL_0003041,0.5036255838250062
PMID:10085374,CL_0000306,0.5317803787152916
PMID:10209196,CL_0002224,0.6056636721578738
PMID:10209196,UBERON_0004348,0.5323208383670702
PMID:10209196,UBERON_0005614,0.5269122431806169
PMID:10209196,UBERON_0005615,0.5214881195044038
PMID:10209196,CL_0000237,0.5204498734904247
PMID:10209196,CL_4023032,0.5115497740398459
PMID:10209196,UBERON_0001803,0.5115102758777136
PMID:10209196,UBERON_0003073,0.5114091236345439
PMID:10209197,CL_4023129,0.6116028244771292
PMID:10209197,CL_0002672,0.58271175707896
PMID:10209197,CL_4023032,0.5701591571671946
PMID:10209197,CL_0002586,0.5337026403234445
PMID:10209197,CL_0004183,0.5141914705573212
PMID:10209197,CL_0000573,0.5117340628879192
PMID:10209197,CL_0009004,0.5095662311686726
PMID:10228186,CL_4023032,0.5108529214745755
PMID:10329769,UBERON_0003072,0.541401288653891
PMID:10329769,CL_0002224,0.5406018894402668
PMID:10329769,UBERON_0005614,0.5303356291214053
PMID:10329769,UBERON_0006762,0.5271144494073143
PMID:10329769,UBERON_0013120,0.5120249891659442
PMID:10329770,UBERON_0003072,0.5231589648311846
PMID:10329770,UBERON_0006762,0.5079671754645528
PMID:10329770,CL_0002224,0.5058933427420583
PMID:10385706,CL_4023032,0.5254156358092306
PMID:10393126,CL_0000576,0.6034981126618739
